name,species_id,temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
Miniature Fox Terrier,2,"alert, energetic, intelligent, confident, loyal",Australia,AU,"Small, agile, and smooth-coated terrier known for its spirited, alert nature and compact build. Developed in Australia as a versatile vermin hunter and lively companion with an intelligent, courageous temperament.",Terrier,"Developed in Australia during the late 19th and early 20th centuries from crosses of English Fox Terriers and other small terriers brought by settlers, refined as a versatile vermin hunter and spirited companion for farm work","{'id': '2DPajjCe4f', 'url': 'https://cdn4.thedogapi.com/optimized/2DPajjCe4f.jpg', 'width': 1200, 'height': 896}",3.0,5.5,4.25,24.0,31.0,27.5,12.0,18.0,15.0
Miniature Pinscher,2,"energetic, alert, confident, intelligent, courageous, fearless",Germany,DE,"Small, compact, and elegant toy breed with a distinctive high-stepping 'hackney' gait and spirited personality. Despite resembling a miniature Doberman, this is an older, distinct German breed with a proud carriage and 'big dog' attitude in a small package.",Toy,"An old German breed (Zwergpinscher) developed centuries ago to hunt rats in homes and stables. Not a miniaturized Doberman Pinscher, but a distinct older breed likely descended from German Pinschers with contributions from Italian Greyhounds and Dachshunds.","{'id': 'Hy3H7g94X', 'url': 'https://cdn2.thedogapi.com/images/Hy3H7g94X_1280.jpg', 'width': 1500, 'height': 1125}",3.5,4.5,4.0,25.0,32.0,28.5,12.0,16.0,14.0
Miniature Schnauzer,2,"friendly, intelligent, alert, outgoing, energetic",Germany,DE,"Small, sturdy terrier-type dog with distinctive wiry coat, bushy eyebrows, and characteristic beard, known for its alert, friendly nature and square build",Terrier,Developed in late 19th century Germany by crossing Standard Schnauzers with smaller breeds like Affenpinschers and Poodles to create an all-purpose farm dog and efficient ratter for vermin control and companionship,"{'id': '28pSRwqLJd', 'url': 'https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg', 'width': 1200, 'height': 896}",5.0,9.0,7.0,28.0,36.0,32.0,12.0,15.0,13.5
Mojee,2,"affectionate, playful, intelligent, gentle",unknown,unknown,"Small companion crossbreed with uncertain parentage, possibly involving Japanese Chin crossed with either Maltese or Poodle. Not recognized by major kennel clubs, this modern designer breed typically displays a cheerful and affectionate temperament.",Mixed,"Modern designer crossbreed developed in the early 21st century, though exact parentage and origins are uncertain. Not recognized by major authoritative kennel clubs.","{'id': 'TQ7O1QbuHV', 'url': 'https://cdn4.thedogapi.com/optimized/TQ7O1QbuHV.jpg', 'width': 1408, 'height': 768}",3.0,5.0,4.0,20.0,28.0,24.0,12.0,15.0,13.5
Molossus of Epirus,2,"protective, loyal, independent, calm, courageous, confident","Epirus, Greece",GR,"Large, powerful, and imposing livestock guardian dog from the Epirus region of Greece, descended from ancient Molossian dogs. Characterized by its robust build, dense double coat, and calm yet protective demeanor with strong guardian instincts.",Working,"Ancient livestock guardian breed from the mountainous Epirus region of Greece, descended from the Molossian dogs of antiquity and developed over centuries to guard livestock from predators like wolves and bears. Officially recognized by the Kennel Club of Greece in 2006.","{'id': 'PnX0Ak9Bqb', 'url': 'https://cdn4.thedogapi.com/optimized/PnX0Ak9Bqb.jpg', 'width': 1056, 'height': 1008}",40.0,68.0,54.0,64.0,75.0,69.5,10.0,12.0,11.0
Mongrel,2,,Worldwide,unknown,"Mixed breed dog of unknown or varied ancestry, combining traits from multiple breeds. Physical characteristics, temperament, and health are highly variable and unpredictable, though often display hybrid vigor.",Mixed,"Mixed breed dogs resulting from generations of natural or unintentional breeding between dogs of various ancestries. They have existed as long as domesticated dogs, predating modern purebred concepts, and are found worldwide though not recognized by kennel clubs.","{'id': 'rVXU1yHOSW', 'url': 'https://cdn4.thedogapi.com/optimized/rVXU1yHOSW.jpg', 'width': 880, 'height': 1200}",,,,,,,10.0,16.0,13.0
Montenegrin Mountain Hound,2,"alert, loyal, energetic, docile, intelligent, devoted",Montenegro,ME,"Medium-sized, agile scenthound from the Balkans with a distinctive black and tan coat and robust build. Known for its docility, dedication to hunting, and keen tracking ability in mountainous terrain.",Hound,"Ancient breed native to Montenegro's mountainous regions, developed for hunting hare, fox, and other small game. Formerly known as the 'black hound', it shares origins with other Balkan scenthounds and was recognized by the FCI with breed standard established in 1924. Prized by local hunters for stamina and strong sense of smell.","{'id': 'pAYdZJxA3J', 'url': 'https://cdn4.thedogapi.com/optimized/pAYdZJxA3J.jpg', 'width': 1040, 'height': 1024}",18.0,25.0,21.5,43.0,56.0,49.5,11.0,14.0,12.5
Morkie,2,"affectionate, playful, alert, energetic, intelligent",United States,US,"Small mixed breed companion dog combining the gentle nature of the Maltese with the spirited personality of the Yorkshire Terrier. Known for its long, silky, low-shedding coat and toy-sized stature.",Mixed,"Modern designer crossbreed that became popular in the late 1990s and early 2000s in North America. Developed by crossing purebred Maltese with Yorkshire Terrier to create a small, low-shedding companion dog. Not recognized by major kennel clubs but popular with designer breed enthusiasts.","{'id': 'eurhA5qneZ', 'url': 'https://cdn4.thedogapi.com/optimized/eurhA5qneZ.jpg', 'width': 1408, 'height': 768}",1.8,4.0,2.9,15.0,23.0,19.0,10.0,15.0,12.5
Moscow Watchdog,2,"protective, confident, loyal, alert, intelligent, independent",Russia,RU,"Large, powerfully built guardian breed developed in Soviet Russia with a pronounced guarding instinct, combining Saint Bernard and Caucasian Shepherd traits. Known for its balanced temperament, self-confidence, and devotion to family while maintaining strong protective instincts.",Working,"Developed in the 1950s at Soviet 'Red Star' military kennels in Moscow post-WWII by crossing Saint Bernard, Caucasian Shepherd Dog, and Russian Spotted Hound. Goal was to create ideal military guard dog adapted to harsh Russian climate.","{'id': 'LCIHIJJa7t', 'url': 'https://cdn4.thedogapi.com/optimized/LCIHIJJa7t.jpg', 'width': 1200, 'height': 896}",45.0,68.0,56.5,64.0,71.0,67.5,9.0,11.0,10.0
Mountain Cur,2,"courageous, intelligent, loyal, energetic, protective",Southern United States (Appalachian and Ozark Mountains),US,"Medium-sized rugged treeing hound and farm dog with strong, muscular build, bred as a pioneer's all-purpose hunting companion known for courage, athleticism, and excellent treeing abilities in mountainous terrain",Foundation Stock Service,"Developed by early settlers in the rugged Southern Mountains from European cur-type dogs, serving as invaluable all-purpose pioneer dogs for treeing game, farm work, and homestead protection. Formal breed registry established in 1956","{'id': 'MUWN5csaIu', 'url': 'https://cdn4.thedogapi.com/optimized/MUWN5csaIu.jpg', 'width': 1408, 'height': 768}",14.0,27.0,20.5,41.0,66.0,53.5,12.0,16.0,14.0
Mountain Feist,2,"energetic, alert, intelligent, courageous, loyal",Southern United States (Appalachian and Ozark Mountains),US,"Small to medium-sized hunting dog with compact, muscular build and short coat, developed in the southern United States for treeing small game. Known for exceptional agility, alertness, and tenacious hunting ability.",Hound,"Developed by pioneers and settlers in the rural mountainous regions of the southern United States for hunting small game. Descended from various terriers and hunting dogs brought by European immigrants, bred for tenacity, intelligence, and treeing ability.","{'id': '3Lz3zuDyO2', 'url': 'https://cdn4.thedogapi.com/optimized/3Lz3zuDyO2.jpg', 'width': 1120, 'height': 960}",5.0,14.0,9.5,30.0,46.0,38.0,10.0,15.0,12.5
Mudhol Hound,2,"loyal, independent, intelligent, alert, courageous","Mudhol, Karnataka, India",IN,"Ancient, elegant Indian sighthound with lean, athletic build and narrow head, known for remarkable speed, stamina, and loyalty. Also known as the Caravan Hound.",Hound,"Ancient Indian sighthound developed by rulers of Mudhol State for hunting in Deccan plateau region. Also known as Caravan Hound, prized for hunting prowess and guarding abilities. Recognized by Kennel Club of India and provisionally by FCI, recently inducted into Indian Army.","{'id': 'CKWwXe5CHG', 'url': 'https://cdn4.thedogapi.com/optimized/CKWwXe5CHG.jpg', 'width': 1408, 'height': 768}",18.0,28.0,23.0,61.0,72.0,66.5,10.0,15.0,12.5
Mudi,2,"energetic, intelligent, alert, loyal, adaptable, work-focused",Hungary,HU,"Medium-sized, versatile Hungarian herding dog with a wavy to curly coat, known for its intelligence, agility, and energetic nature. This all-purpose farm dog excels in various dog sports and herding activities.",Herding,"Developed in Hungary during the 19th and early 20th centuries as a versatile all-purpose herding and farm dog, likely from spontaneous crosses of Puli, Pumi, and German Spitz-type dogs. Nearly extinct after WWII but preserved by dedicated breeders. Officially recognized by FCI and AKC.","{'id': 'DDSgwisd93', 'url': 'https://cdn4.thedogapi.com/optimized/DDSgwisd93.jpg', 'width': 1184, 'height': 912}",8.0,13.0,10.5,38.0,47.0,42.5,12.0,14.0,13.0
Neapolitan Mastiff,2,"protective, loyal, calm, confident, affectionate",Italy,IT,"Massive and powerful ancient guardian breed with distinctive heavily wrinkled face, loose skin, and imposing presence. Despite its formidable appearance, it is a steady and loyal companion with protective instincts.",Working,"Ancient Italian guardian descended from Roman molossus war dogs. The modern breed was refined in the Naples region where it served as estate and farm guardian, and was revitalized in the mid-20th century as a distinct breed.","{'id': 'RrDwFh7kUI', 'url': 'https://cdn4.thedogapi.com/optimized/RrDwFh7kUI.jpg', 'width': 848, 'height': 1264}",50.0,91.0,70.5,61.0,79.0,70.0,7.0,9.0,8.0
Nenets Herding Laika,2,"intelligent, energetic, work-focused, independent, alert, loyal, hardy","Yamal Peninsula, Siberia, Russia",RU,"Medium-sized spitz-type herding dog from the Siberian Arctic with erect ears, thick weather-resistant double coat, and agile build. Developed by the indigenous Nenets people to manage reindeer herds in harsh tundra conditions, possessing enduring stamina and an independent, work-focused nature.",Herding,"An ancient landrace breed developed by the indigenous Nenets people of the Yamal Peninsula in Siberia. For centuries, it has been an essential partner for herding, guarding, and transporting reindeer in harsh Arctic conditions. The breed is an ancestor to the modern Samoyed and was fundamental in the development of several modern northern breeds.","{'id': 'J4kBQEWNXp', 'url': 'https://cdn4.thedogapi.com/optimized/J4kBQEWNXp.jpg', 'width': 1200, 'height': 896}",16.0,25.0,20.5,41.0,52.0,46.5,12.0,14.0,13.0
Newfoundland,2,"gentle, loyal, devoted, calm, intelligent","Newfoundland, Canada",CA,"Massive, powerful working dog known for exceptional water rescue abilities and gentle temperament. Often called the 'gentle giant,' this breed features a thick, water-resistant double coat, webbed feet, and natural swimming ability.",Working,"Developed by fishermen on the island of Newfoundland for water rescue, hauling nets, and cart pulling. Descended from indigenous water dogs and European breeds brought by fishermen, recognized by major kennel clubs in the 19th century.","{'id': 'Sk4DXl54m', 'url': 'https://cdn2.thedogapi.com/images/Sk4DXl54m_1280.jpg', 'width': 1174, 'height': 986}",45.0,68.0,56.5,66.0,76.0,71.0,9.0,10.0,9.5
Newfypoo,2,"gentle, intelligent, loyal, friendly, affectionate, calm",United States,US,"Large mixed breed cross between Newfoundland and Standard Poodle, combining the gentle, patient nature of the Newfoundland with Poodle intelligence and typically low-shedding coat qualities",Mixed,"Modern designer crossbreed developed over the past few decades in North America by crossing the giant Newfoundland with the intelligent Standard Poodle, aiming to combine the loving, gentle temperament and water rescue abilities of the Newfoundland with the low-shedding coat and high trainability of the Poodle","{'id': 'mkJRrPLdXB', 'url': 'https://cdn4.thedogapi.com/optimized/mkJRrPLdXB.jpg', 'width': 1408, 'height': 768}",29.0,68.0,48.5,56.0,71.0,63.5,8.0,12.0,10.0
New Guinea Singing Dog,2,"independent, alert, intelligent, energetic, cautious",New Guinea,PG,"Primitive medium-small wild dog known for distinctive howling vocalizations, fox-like appearance, and exceptional agility. Closely related to the dingo, this rare breed retains wild characteristics and is considered semi-domesticated.",Primitive,"Ancient primitive breed native to New Guinea highlands and forests, believed to be one of the oldest dog breeds with limited human domestication. Very rare and considered wild or semi-domesticated, not recognized by major kennel clubs but noted for distinctive melodious vocalizations.","{'id': 'SURAUVGUb9', 'url': 'https://cdn4.thedogapi.com/optimized/SURAUVGUb9.jpg', 'width': 1136, 'height': 928}",8.0,14.0,11.0,33.0,46.0,39.5,,,
