id,name,species_id,life_span,temperament,origin,country_code,description,breed_group,history,reference_image_id,weight,height,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
527,Magyar Agár,2,12-14,"loyal, calm, gentle, intelligent, athletic, independent",Hungary,HU,"Ancient Hungarian sighthound with elegant, robust build and short coat, bred for speed, stamina, and open-field coursing game across the Hungarian plains",Hound,"Ancient Hungarian sighthound whose origins trace back to the Magyar conquest of the Carpathian Basin, developed for coursing hare and deer with stamina over long distances and rugged terrain, nearly extinct after World War II but revived by dedicated breeders",oxYjbyiuEt,"{'imperial': 'Male: 49-70; Female: 44-62', 'metric': 'Male: 22-31; Female: 20-28'}","{'imperial': 'Male: 25-27.5; Female: 24-26.5', 'metric': 'Male: 64-70; Female: 61-67'}","{'id': 'oxYjbyiuEt', 'url': 'https://cdn4.thedogapi.com/optimized/oxYjbyiuEt.jpg', 'width': 1248, 'height': 848}",20.0,31.0,25.5,61.0,70.0,65.5,12.0,14.0,13.0
528,Mahratta Hound,2,10-14,"independent, loyal, intelligent, alert, athletic","Maharashtra, India",IN,"A rare, medium-sized sighthound from the Maharashtra region of India, known for its lean build, speed, stamina, and keen eyesight. Closely related to the Caravan Hound, this ancient breed is prized for its hunting prowess.",Hound,"An ancient sighthound breed originating from the Deccan Plateau in the state of Maharashtra, India. Traditionally used by local nobility and villagers for hunting hare, deer, and other small game. Maintained in rural communities as a rare landrace breed with no formal international breed standard.",oSY0Rc4R3g,"{'imperial': 'Male: 45-65; Female: 40-60', 'metric': 'Male: 20-29; Female: 18-27'}","{'imperial': 'Male: 22-27; Female: 21-26', 'metric': 'Male: 56-69; Female: 53-66'}","{'id': 'oSY0Rc4R3g', 'url': 'https://cdn4.thedogapi.com/optimized/oSY0Rc4R3g.jpg', 'width': 1184, 'height': 896}",18.0,29.0,23.5,53.0,69.0,61.0,10.0,14.0,12.0
529,Majorca Shepherd Dog,2,11-13,"loyal, intelligent, protective, courageous, devoted","Majorca, Balearic Islands, Spain",ES,"Large, powerful, and noble black-coated shepherd dog with short coat, naturally adapted to Mediterranean climate. Known as Ca de Bestiar in its native land, this rustic livestock guardian and herder combines strength and agility with protective instincts.",Herding,"An ancient breed from the Balearic Islands, used for centuries as a shepherd and livestock guardian. Developed for herding and protecting livestock in Mediterranean conditions. Officially recognized with breed standard in 1980 as 'Ca de Bestiar'.",N5Y1E7MrFI,"{'imperial': 'Male: 77-88; Female: 66-77', 'metric': 'Male: 35-40; Female: 30-35'}","{'imperial': 'Male: 25.5-29; Female: 23.5-27', 'metric': 'Male: 65-73; Female: 60-68'}","{'id': 'N5Y1E7MrFI', 'url': 'https://cdn4.thedogapi.com/optimized/N5Y1E7MrFI.jpg', 'width': 960, 'height': 1120}",30.0,40.0,35.0,60.0,73.0,66.5,11.0,13.0,12.0
161,Maltese,2,12-15,"playful, gentle, affectionate, charming, fearless, alert, adaptable","Malta, Mediterranean Basin",MT,"An ancient toy breed from the Mediterranean with a long, silky white coat and charming, playful personality combined with a fearless nature despite their diminutive size",Toy,"One of the world's oldest known breeds dating back over 2000 years, originating from the island of Malta. Historically known as 'Ye Ancient Dogge of Malta' and prized as companions to royalty and aristocracy throughout Mediterranean civilizations and European nobility",6Kzt53hxrg,"{'imperial': '4-7', 'metric': '1.8-3.2'}","{'imperial': '7-9', 'metric': '18-23'}","{'id': '6Kzt53hxrg', 'url': 'https://cdn4.thedogapi.com/optimized/6Kzt53hxrg.jpg', 'width': 1024, 'height': 1024}",1.8,3.2,2.5,18.0,23.0,20.5,12.0,15.0,13.5
162,Maltipoo,2,10-15,"affectionate, friendly, intelligent, playful, gentle",United States,US,"Small affectionate crossbreed between a Maltese and a Poodle, known for its soft, wavy or curly, low-shedding coat and playful companion nature",Mixed,"Popular designer crossbreed developed in the United States in the late 20th century, gaining popularity in the 1990s by crossing Maltese with Toy or Miniature Poodle to create a small, low-shedding companion dog",4a7sNtOVLT,"{'imperial': '5-20', 'metric': '2-9'}","{'imperial': '8-14', 'metric': '20-36'}","{'id': '4a7sNtOVLT', 'url': 'https://cdn4.thedogapi.com/optimized/4a7sNtOVLT.jpg', 'width': 1264, 'height': 848}",2.0,9.0,5.5,20.0,36.0,28.0,10.0,15.0,12.5
660,Maltshi,2,10-16,"affectionate, playful, friendly, gentle, outgoing, intelligent",United States,US,"Small designer crossbreed resulting from crossing a Maltese and Shih Tzu, known for their affectionate nature, low-shedding silky coat, and charming companion temperament",Mixed,"Modern designer crossbreed developed in the United States in the late 20th century by crossing the Maltese and Shih Tzu breeds. The goal was to create a small, affectionate companion dog with a low-shedding coat. Not recognized by major kennel clubs.",Xcd5972xkG,"{'imperial': '6-15', 'metric': '2.7-6.8'}","{'imperial': '8-11', 'metric': '20-28'}","{'id': 'Xcd5972xkG', 'url': 'https://cdn4.thedogapi.com/optimized/Xcd5972xkG.jpg', 'width': 1408, 'height': 768}",2.7,6.8,4.75,20.0,28.0,24.0,10.0,16.0,13.0
163,Manchester Terrier,2,,"alert, intelligent, loyal, energetic, spirited, independent","Manchester, England",GB,"Sleek, elegant terrier with distinctive black-and-tan coat and keen, alert expression. Known as the 'Gentleman's Terrier' in Victorian England, this racy, athletic breed exists in both Standard and Toy varieties with a clean-cut, spirited appearance.",Terrier,Developed in 19th-century Manchester by crossing Black and Tan Terriers with Whippets. Created as proficient rat-killer and rabbit-courser for working men of the industrial era. Recognized by AKC since 1886.,61HAAlrXzC,"{'imperial': '12-22', 'metric': '5-10'}","{'imperial': '15-16', 'metric': '38-41'}","{'id': '61HAAlrXzC', 'url': 'https://cdn4.thedogapi.com/optimized/61HAAlrXzC.jpg', 'width': 1104, 'height': 960}",5.0,10.0,7.5,38.0,41.0,39.5,,,
530,Maneto,2,12-14,"intelligent, energetic, alert, loyal, affectionate, devoted, independent","Andalusia, Spain",ES,"A small, short-legged (achondroplastic) sighthound from Andalusia, Spain, specifically developed from the Podenco Andaluz for hunting rabbits in dense undergrowth. Known for agility in hunting small game with a low-set build and smooth coat.",Spitz and Primitive Types,"The Maneto is a variety of the Podenco Andaluz, characterized by its short legs (achondroplasia). This ancient Spanish breed was selectively bred in the provinces of Málaga and Cádiz to create a dog adept at navigating dense scrub and brambles to hunt rabbits and partridges. It was officially recognized by the Real Sociedad Canina de España (RSCE) in 2004, with FCI provisional recognition.",eocHx2wDrd,"{'imperial': '17-25.5', 'metric': '8-11.5'}","{'imperial': 'Male: 11.5-13; Female: 11-12.5', 'metric': 'Male: 29-33; Female: 28-32'}","{'id': 'eocHx2wDrd', 'url': 'https://cdn4.thedogapi.com/optimized/eocHx2wDrd.jpg', 'width': 1168, 'height': 912}",8.0,11.5,9.75,28.0,33.0,30.5,12.0,14.0,13.0
532,Maremma Sheepdog,2,11-13,"protective, independent, loyal, alert, calm",Italy (Maremma and Abruzzo regions),IT,"Large, well-balanced livestock guardian with thick white coat and confident demeanour. Also known as 'Maremmano-Abruzzese Sheepdog'",Working,"Ancient livestock guardian from central Italy, developed to protect sheep from predators in the regions of Maremma and Abruzzo. Recognized by FCI as Cane da Pastore Maremmano-Abruzzese.",ho6eDDtP2t,"{'imperial': 'Male: 77-99; Female: 66-88', 'metric': 'Male: 35-45; Female: 30-40'}","{'imperial': 'Male: 25.5-28.75; Female: 24-26.75', 'metric': 'Male: 65-73; Female: 61-68'}","{'id': 'ho6eDDtP2t', 'url': 'https://cdn4.thedogapi.com/optimized/ho6eDDtP2t.jpg', 'width': 1184, 'height': 896}",30.0,45.0,37.5,61.0,73.0,67.0,11.0,13.0,12.0
531,Markiesje,2,12-15,"friendly, intelligent, calm, alert, affectionate, energetic",Netherlands,NL,"Small, elegant black spaniel-type companion dog from the Netherlands, characterized by its silky, medium-length coat and intelligent, calm expression. This attentive and lively breed has a friendly temperament and appeared in Dutch paintings from the 17th and 18th centuries as a companion to noblewomen.",Companion,Ancient Dutch breed appearing in paintings from the 17th and 18th centuries as companion to noblewomen. Nearly extinct by 1970s but revived through dedicated breeding program starting in 1980s. Officially recognized by Dutch Kennel Club in 1999 and provisionally recognized by FCI.,8i1u7eq1KM,"{'imperial': '13-18', 'metric': '6-8'}","{'imperial': 'Male: 14-16; Female: 13.5-15.5', 'metric': 'Male: 35-40; Female: 34-39'}","{'id': '8i1u7eq1KM', 'url': 'https://cdn4.thedogapi.com/optimized/8i1u7eq1KM.jpg', 'width': 1264, 'height': 848}",6.0,8.0,7.0,34.0,40.0,37.0,12.0,15.0,13.5
668,Mastidoodle,2,8-12,"gentle, intelligent, loyal, protective, calm",United States,US,Large crossbreed combining the gentle giant nature of the Mastiff with the intelligence and low-shedding coat of the Standard Poodle,Mixed,Modern designer crossbreed developed to combine the gentle temperament of Mastiffs with the intelligence and reduced shedding of Poodles,TvQadPrtYh,"{'imperial': 'Male: 120-200; Female: 100-160', 'metric': 'Male: 54-91; Female: 45-73'}","{'imperial': 'Male: 26-32; Female: 24-30', 'metric': 'Male: 66-81; Female: 61-76'}","{'id': 'TvQadPrtYh', 'url': 'https://cdn4.thedogapi.com/optimized/TvQadPrtYh.jpg', 'width': 1408, 'height': 768}",45.0,91.0,68.0,61.0,81.0,71.0,8.0,12.0,10.0
282,McNab,2,,"intelligent, energetic, loyal, alert, work-focused","California, United States",US,"Medium-sized, agile herding dog with athletic build and exceptional working ability, known for intelligence, stamina, and versatility. Developed for ranch work in Northern California",Herding,"Developed in the late 1800s by Scottish immigrant Alexander McNab on his Mendocino County ranch, crossing Scottish Collies and local working collies with other herding dogs to create a versatile ranch dog suited to California terrain",5S1dB0WPX1,"{'imperial': 'Male: 35-65; Female: 30-60', 'metric': 'Male: 16-29; Female: 14-27'}","{'imperial': 'Male: 18-25; Female: 16-23', 'metric': 'Male: 46-64; Female: 41-58'}","{'id': '5S1dB0WPX1', 'url': 'https://cdn4.thedogapi.com/optimized/5S1dB0WPX1.jpg', 'width': 928, 'height': 1136}",14.0,29.0,21.5,41.0,64.0,52.5,,,
165,Miniature American Shepherd,2,12-13,"intelligent, energetic, devoted, loyal, eager to please, work-focused",United States,US,"Small, athletic herding dog with a striking double coat and keen intelligence, essentially a compact version of the Australian Shepherd with intense work drive and devotion",Herding,"Developed in California during the late 1960s from small Australian Shepherds, bred for compact size while maintaining herding ability. Became popular with equestrians traveling to horse shows and was recognized by the AKC Herding Group in 2015.",azYjQgJT4i,"{'imperial': '20-40', 'metric': '9-18'}","{'imperial': 'Male: 14-18; Female: 13-17', 'metric': 'Male: 36-46; Female: 33-43'}","{'id': 'azYjQgJT4i', 'url': 'https://cdn4.thedogapi.com/optimized/azYjQgJT4i.jpg', 'width': 1264, 'height': 848}",9.0,18.0,13.5,33.0,46.0,39.5,12.0,13.0,12.5
166,Miniature Bull Terrier,2,11-13,"playful, energetic, courageous, loyal, mischievous, outgoing",England,GB,"Small, muscular terrier with distinctive egg-shaped head and spirited, mischievous personality. A strongly built breed known for its playful and comical nature.",Terrier,"Developed in 19th-century England as a smaller version of the Bull Terrier by selecting for smaller size while maintaining distinctive characteristics. Initially used for ratting and vermin control, evolved into companion dogs prized for courage and comical nature. Recognized by AKC in 1991.",G0wYTHus2i,"{'imperial': '18-28', 'metric': '8-13'}","{'imperial': '10-14', 'metric': '25-36'}","{'id': 'G0wYTHus2i', 'url': 'https://cdn4.thedogapi.com/optimized/G0wYTHus2i.jpg', 'width': 1152, 'height': 928}",8.0,13.0,10.5,25.0,36.0,30.5,11.0,13.0,12.0
699,Miniature Dachshund,2,12-16,"clever, playful, courageous, loyal, independent, alert",Germany,DE,"A small, elongated scent hound breed originating from Germany. Originally bred to flush out rabbits and small quarry from burrows, the Miniature Dachshund is clever, playful, and courageous, known for its distinct long-backed and short-legged silhouette.",Hound,Developed in Germany during the 18th and 19th centuries by breeding standard Dachshunds down to a smaller size to pursue smaller quarry like rabbits. Recognized as a distinct size variety by kennel clubs worldwide.,Xa95YxgKA8,"{'imperial': 'up to 11', 'metric': 'up to 5'}","{'imperial': '5-6', 'metric': '13-15'}","{'id': 'Xa95YxgKA8', 'url': 'https://cdn4.thedogapi.com/optimized/Xa95YxgKA8.jpg', 'width': 1408, 'height': 768}",5.0,5.0,5.0,13.0,15.0,14.0,12.0,16.0,14.0
533,Miniature Fox Terrier,2,12-18,"alert, energetic, intelligent, confident, loyal",Australia,AU,"Small, agile, and smooth-coated terrier known for its spirited, alert nature and compact build. Developed in Australia as a versatile vermin hunter and lively companion with an intelligent, courageous temperament.",Terrier,"Developed in Australia during the late 19th and early 20th centuries from crosses of English Fox Terriers and other small terriers brought by settlers, refined as a versatile vermin hunter and spirited companion for farm work",2DPajjCe4f,"{'imperial': '7-12', 'metric': '3-5.5'}","{'imperial': '9.5-12', 'metric': '24-31'}","{'id': '2DPajjCe4f', 'url': 'https://cdn4.thedogapi.com/optimized/2DPajjCe4f.jpg', 'width': 1200, 'height': 896}",3.0,5.5,4.25,24.0,31.0,27.5,12.0,18.0,15.0
167,Miniature Pinscher,2,12-16,"energetic, alert, confident, intelligent, courageous, fearless",Germany,DE,"Small, compact, and elegant toy breed with a distinctive high-stepping 'hackney' gait and spirited personality. Despite resembling a miniature Doberman, this is an older, distinct German breed with a proud carriage and 'big dog' attitude in a small package.",Toy,"An old German breed (Zwergpinscher) developed centuries ago to hunt rats in homes and stables. Not a miniaturized Doberman Pinscher, but a distinct older breed likely descended from German Pinschers with contributions from Italian Greyhounds and Dachshunds.",Hy3H7g94X,"{'imperial': '8-10', 'metric': '3.5-4.5'}","{'imperial': '10-12.5', 'metric': '25-32'}","{'id': 'Hy3H7g94X', 'url': 'https://cdn2.thedogapi.com/images/Hy3H7g94X_1280.jpg', 'width': 1500, 'height': 1125}",3.5,4.5,4.0,25.0,32.0,28.5,12.0,16.0,14.0
168,Miniature Schnauzer,2,12-15,"friendly, intelligent, alert, outgoing, energetic",Germany,DE,"Small, sturdy terrier-type dog with distinctive wiry coat, bushy eyebrows, and characteristic beard, known for its alert, friendly nature and square build",Terrier,Developed in late 19th century Germany by crossing Standard Schnauzers with smaller breeds like Affenpinschers and Poodles to create an all-purpose farm dog and efficient ratter for vermin control and companionship,28pSRwqLJd,"{'imperial': 'Male: 11-20; Female: 10-20', 'metric': '5-9'}","{'imperial': 'Male: 12-14; Female: 11-14', 'metric': 'Male: 30-36; Female: 28-36'}","{'id': '28pSRwqLJd', 'url': 'https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg', 'width': 1200, 'height': 896}",5.0,9.0,7.0,28.0,36.0,32.0,12.0,15.0,13.5
534,Mojee,2,12-15,"affectionate, playful, intelligent, gentle",unknown,unknown,"Small companion crossbreed with uncertain parentage, possibly involving Japanese Chin crossed with either Maltese or Poodle. Not recognized by major kennel clubs, this modern designer breed typically displays a cheerful and affectionate temperament.",Mixed,"Modern designer crossbreed developed in the early 21st century, though exact parentage and origins are uncertain. Not recognized by major authoritative kennel clubs.",TQ7O1QbuHV,"{'imperial': '6-12', 'metric': '3-5'}","{'imperial': '8-11', 'metric': '20-28'}","{'id': 'TQ7O1QbuHV', 'url': 'https://cdn4.thedogapi.com/optimized/TQ7O1QbuHV.jpg', 'width': 1408, 'height': 768}",3.0,5.0,4.0,20.0,28.0,24.0,12.0,15.0,13.5
